Genes,log2FoldChange,padj,D_Basal_EvsT,D_Basal_myoepithelial_EvsT,D_Luminal_1_1_EvsT,D_Luminal_1_2_EvsT,D_Luminal_2_EvsT,Phi_Basal_TvsE,Phi_Basal_myoepithelial_TvsE,Phi_Luminal_1_1_TvsE,Phi_Luminal_1_2_TvsE,Phi_Luminal_2_TvsE,Phi_Basal_EvsT,Phi_Basal_myoepithelial_EvsT,Phi_Luminal_1_1_EvsT,Phi_Luminal_1_2_EvsT,Phi_Luminal_2_EvsT,log2FC_Basal_EvsT,log2FC_Basal_myoepithelial_EvsT,log2FC_Luminal_1_1_EvsT,log2FC_Luminal_1_2_EvsT,log2FC_Luminal_2_EvsT,LOG(padj)
TMEM52,-0.984757097,2.08E-21,-3.04E-06,-1.72E-06,-2.28E-06,-5.45E-06,-1.34E-06,3.21E-06,1.85E-06,2.53E-06,5.78E-06,1.48E-06,1.70E-07,1.25E-07,2.51E-07,3.23E-07,1.31E-07,-4.236109847,-3.883768306,-3.335855329,-4.160375981,-3.490398081,20.68193667
CBR1,-0.830054597,2.17E-21,-0.000233385,-0.000308008,-0.000108758,-4.15E-05,-1.28E-05,0.000266032,0.000353356,0.000123007,4.76E-05,0.000014196,3.26E-05,4.53E-05,1.42E-05,6.07E-06,1.44E-06,-3.026555367,-2.962017939,-3.109828089,-2.971388223,-3.305859244,20.66354027
ZSCAN5A,-0.606043102,2.28E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.64206515
CDCA7L,-0.967382618,2.42E-21,-0.000247265,-0.000209327,-1.93E-05,-4.30E-05,-2.84E-05,0.000257941,0.000217149,2.06E-05,4.53E-05,0.000029378,1.07E-05,7.82E-06,0.000001267,2.32E-06,9.38E-07,-4.59458448,-4.794972608,-4.019832484,-4.288381611,-4.969272097,20.61618463
FLJ22536,-1.031656082,2.57E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.59006688
KCNK9,-2.205013455,2.69E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.57024772
RPS19BP1,-0.685266704,2.77E-21,-0.000132748,-0.000112989,-0.000127104,-0.000159734,-8.14E-05,0.000171489,0.000143416,0.000167771,0.000211452,0.000103571,3.87E-05,3.04E-05,4.07E-05,5.17E-05,2.21E-05,-2.146179216,-2.23676776,-2.044552246,-2.031600184,-2.226714256,20.55752023
PCBP3,-1.546440838,2.78E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.5559552
KIR2DL4,-2.494417484,2.82E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.54975089
FAM81A,-1.050415213,2.91E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.53610701
PARD3,-0.641653821,2.97E-21,-0.000148143,-0.0001251,-5.95E-05,-0.000224161,-5.17E-05,0.000220929,0.000188485,8.95E-05,0.000337138,7.23E-05,0.000072786,6.34E-05,3.00E-05,0.000112977,0.000020604,-1.601849917,-1.572234066,-1.577394128,-1.577310151,-1.81114104,20.52724355
LILRB2,-0.973431514,2.99E-21,-4.42E-06,-2.39E-06,-1.17E-05,-3.12E-06,-3.10E-06,4.52E-06,2.47E-06,1.18E-05,3.28E-06,3.19E-06,9.60E-08,7.89E-08,1.10E-07,1.59E-07,8.61E-08,-5.556367058,-4.969372089,-6.746793842,-4.371840135,-5.212062655,20.52432881
FAM150B,-3.031269004,2.99E-21,-8.02E-07,-8.01E-07,-1.51E-05,-8.89E-06,-1.37E-06,8.84E-07,8.68E-07,1.51E-05,9.03E-06,1.45E-06,8.20E-08,6.73E-08,9.36E-08,1.35E-07,7.34E-08,-3.430773277,-3.689101676,-7.337390825,-6.060403172,-4.299206459,20.52432881
TMPO,-0.601522887,3.03E-21,-3.60E-06,-2.56E-06,-0.000005304,-6.88E-07,-0.000014432,0.000402899,4.00E-05,0.000145232,0.000199532,0.000118957,0.000399295,3.74E-05,0.000139928,0.000198844,0.000104525,-0.012963218,-0.095289121,-0.053674689,-0.004983107,-0.186592126,20.51855737
C6orf59,-1.182218967,3.04E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.51712642
PCSK1N,-2.393823464,3.10E-21,-1.49E-05,-3.86E-05,-2.50E-06,-3.03E-06,-1.78E-06,1.51E-05,3.88E-05,2.70E-06,3.33E-06,1.94E-06,2.07E-07,2.10E-07,2.03E-07,3.05E-07,1.62E-07,-6.185517762,-7.529859716,-3.73024705,-3.450691232,-3.584424709,20.50863831
OXGR1,-2.195039554,3.33E-21,-5.96E-07,-7.74E-07,-9.36E-06,-1.45E-06,-9.74E-07,6.71E-07,8.35E-07,9.44E-06,1.57E-06,1.04E-06,7.44E-08,6.12E-08,8.52E-08,1.23E-07,6.67E-08,-3.171656581,-3.770427386,-6.792825611,-3.677942089,-3.963625379,20.47755577
ITGA6,-0.937737681,3.35E-21,-0.000025257,-0.000033831,-4.75E-06,-1.09E-05,-3.81E-06,0.000285775,0.000434965,1.43E-05,6.08E-05,8.96E-06,0.000260518,0.000401134,9.52E-06,4.99E-05,5.15E-06,-0.133496657,-0.116815064,-0.584078049,-0.283899574,-0.799495054,20.47495519
NRG4,-2.242738338,3.37E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.4723701
EPCAM,-0.821329173,3.42E-21,7.79E-07,-2.66E-06,8.94E-06,0.000022967,-0.000016044,4.33E-05,6.86E-06,0.000294889,0.000333204,0.000351838,4.41E-05,4.20E-06,0.000303833,0.000356171,0.000335794,0.025726162,-0.708947984,0.043106565,0.096164335,-0.067334856,20.46597389
JAK3,-1.016068424,3.48E-21,-9.51E-05,-9.61E-05,-3.45E-06,-3.05E-06,-1.67E-06,9.54E-05,9.63E-05,3.65E-06,3.33E-06,1.81E-06,2.96E-07,1.72E-07,1.92E-07,2.77E-07,1.39E-07,-8.334554334,-9.13220061,-4.249066408,-3.588321604,-3.709144811,20.45842076
B4GALNT1,-1.319055886,3.57E-21,-9.46E-07,-5.11E-06,-1.70E-06,-1.98E-06,-1.29E-06,1.30E-06,5.92E-06,1.96E-06,0.000002415,1.48E-06,3.54E-07,8.06E-07,2.55E-07,4.31E-07,1.94E-07,-1.876930143,-2.875594256,-2.944189426,-2.484594068,-2.933004337,20.44733178
PSAPL1,-4.078521313,4.05E-21,1.87E-07,2.32E-07,1.35E-07,-1.03E-07,-2.75E-07,3.76E-07,3.41E-07,4.27E-07,5.80E-07,4.23E-07,5.62E-07,5.72E-07,5.62E-07,4.77E-07,1.48E-07,0.581594286,0.747985519,0.39657153,-0.281110961,-1.518043962,20.39254498
APCDD1L,-1.687384771,4.08E-21,-2.14E-06,-2.75E-06,-6.92E-05,-5.41E-05,-2.73E-06,2.37E-06,2.94E-06,7.04E-05,5.48E-05,2.90E-06,2.35E-07,1.85E-07,1.19E-06,7.02E-07,1.69E-07,-3.334773636,-3.985542423,-5.886223976,-6.286406301,-4.095568725,20.38933984
TIFA,-0.626401396,4.10E-21,-5.46E-05,-7.12E-05,-6.71E-05,-4.50E-05,-4.47E-05,5.61E-05,7.34E-05,6.94E-05,0.000046444,4.62E-05,1.52E-06,2.15E-06,2.30E-06,1.41E-06,1.48E-06,-5.203378863,-5.091396951,-4.915813442,-5.045218459,-4.962816381,20.38721614
SLC16A13,-0.694819892,4.20E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.37675071
ZNF22,-0.586796951,4.26E-21,-0.000103825,-0.000192962,-3.57E-05,-0.000158703,-0.000170197,0.000135302,0.000242653,4.59E-05,0.000199235,0.000199736,3.15E-05,4.97E-05,0.000010195,4.05E-05,2.95E-05,-2.103794879,-2.287826603,-2.170176553,-2.2973414,-2.757381957,20.3705904
PVRL4,-0.869393922,4.50E-21,-3.59E-06,-2.63E-06,-0.000040105,-0.000010249,-0.00003866,1.43E-05,8.31E-06,0.000383057,0.000256981,0.000224006,1.07E-05,5.68E-06,0.000342952,0.000246732,0.000185346,-0.417432316,-0.549760843,-0.159552416,-0.058716858,-0.273316395,20.34678749
FLRT1,-1.097634338,4.50E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.34678749
CKAP2,-0.70858799,4.51E-21,-0.000379084,-5.46E-05,-2.00E-05,-1.10E-05,-2.52E-05,0.000526155,7.11E-05,2.57E-05,1.44E-05,3.24E-05,0.000147071,1.65E-05,5.69E-06,3.38E-06,7.22E-06,-1.838975067,-2.108838553,-2.174823801,-2.089309329,-2.167714743,20.34582346
ALDH1B1,-0.618769343,4.54E-21,-1.92E-05,-0.000067932,-2.02E-05,-0.00006605,-0.000125862,4.15E-05,0.000173124,3.54E-05,0.000178704,0.000260033,2.23E-05,0.000105192,1.52E-05,0.000112654,0.000134171,-0.89778026,-0.718780748,-1.218727624,-0.665673387,-0.954621845,20.34294415
PPIB,-0.603081146,4.64E-21,0.000014284,0.000007177,0.00001286,0.000018638,-0.000007404,0.000195094,0.000182962,0.000207635,0.000240123,0.000132431,0.000209378,0.000190139,0.000220495,0.000258761,0.000125027,0.101940452,0.055510437,0.086696289,0.107846596,-0.08300119,20.33348202
ZNF300,-1.012066401,4.86E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.31336373
SLC39A2,-1.765128802,4.91E-21,-4.91E-06,-5.49E-07,-4.23E-06,-2.00E-06,-1.18E-06,5.00E-06,6.16E-07,4.32E-06,2.13E-06,1.25E-06,8.08E-08,6.65E-08,9.25E-08,1.33E-07,7.25E-08,-5.949240576,-3.211252224,-5.54764943,-3.995898004,-4.108079637,20.30891851
SUN2,-0.62117629,5.25E-21,0.000014994,6.59E-06,1.70E-06,1.98E-06,-3.64E-06,0.000260164,0.000389794,8.62E-05,0.000105515,1.73E-05,0.000275158,0.000396383,8.79E-05,0.000107491,0.00001369,0.08083893,0.024183206,0.02813866,0.026767764,-0.340423902,20.2798407
C5orf39,-0.898582019,5.37E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.27002571
SAT1,-0.634567471,5.59E-21,0.000013107,6.72E-06,0.00001089,0.000016052,-0.000008494,0.000195427,0.000183281,0.000208006,0.000240538,0.000132672,0.000208534,0.000190003,0.000218896,0.00025659,0.000124178,0.093652822,0.051964963,0.073620448,0.093200118,-0.095454326,20.25258819
EIF4EBP1,-1.075130813,6.12E-21,-0.000114748,-0.000203401,-0.00022352,-0.000144477,-6.25E-05,0.000133391,0.000229661,0.000255255,0.000167187,7.00E-05,1.86E-05,2.63E-05,3.17E-05,2.27E-05,7.45E-06,-2.838970867,-3.128578052,-3.007778835,-2.880075766,-3.231985097,20.21324858
CD14,-0.852907019,6.21E-21,-4.12E-06,-3.29E-06,-0.000251549,-3.60E-05,-5.33E-06,7.86E-06,4.98E-06,0.000795263,0.000105002,0.000009234,3.74E-06,1.69E-06,0.000543714,6.90E-05,3.91E-06,-1.069864387,-1.556376481,-0.548584074,-0.606390578,-1.240783703,20.2069084
RAVER2,-0.758855981,6.28E-21,-8.18E-05,-0.000165231,-1.91E-05,-5.93E-06,-9.77E-06,8.41E-05,0.000167843,2.01E-05,6.51E-06,1.02E-05,2.21E-06,2.61E-06,9.88E-07,5.84E-07,3.89E-07,-5.25185543,-6.005581701,-4.347934208,-3.479657673,-4.708496871,20.20204036
MVD,-0.876959273,6.43E-21,-5.13E-05,-5.26E-05,-0.000163338,-2.06E-05,-4.10E-05,5.27E-05,0.000054284,0.00016694,0.00002163,4.19E-05,1.43E-06,1.65E-06,3.60E-06,1.02E-06,8.82E-07,-5.20221456,-5.036068555,-5.534395695,-4.406024909,-5.57049811,20.19178903
GLP1R,-2.202305276,6.56E-21,-6.51E-07,-5.63E-07,-1.00E-05,-9.19E-07,-8.72E-07,7.24E-07,6.24E-07,1.01E-05,1.04E-06,9.38E-07,7.39E-08,6.08E-08,8.45E-08,1.22E-07,6.63E-08,-3.292521049,-3.359176138,-6.904978485,-3.093174981,-3.824280094,20.18309616
CCL8,-1.43441642,6.82E-21,-1.60E-05,-1.18E-05,-2.48E-05,-1.70E-05,-1.37E-05,0.000016148,0.000011937,2.50E-05,1.72E-05,1.38E-05,1.87E-07,1.25E-07,1.93E-07,2.53E-07,1.44E-07,-6.43234315,-6.572943234,-7.015516635,-6.090461915,-6.583186296,20.16621563
FAM171A2,-1.189439167,6.89E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.16178078
FGFBP1,-3.255155341,6.91E-21,-2.05E-06,-2.32E-06,-1.65E-05,-2.55E-06,-1.29E-06,2.21E-06,2.46E-06,1.67E-05,2.79E-06,1.41E-06,1.61E-07,1.36E-07,2.31E-07,2.37E-07,1.15E-07,-3.783559377,-4.180732145,-6.182735442,-3.559082254,-3.618819584,20.16052195
IFFO2,-0.947721262,7.26E-21,-0.000267257,-0.000269337,-6.71E-06,-5.43E-06,-2.36E-05,0.000304871,0.000306737,7.87E-06,6.44E-06,2.63E-05,0.000037614,3.74E-05,1.16E-06,1.01E-06,2.65E-06,-3.018857284,-3.035876596,-2.762155461,-2.675833675,-3.309361,20.13906338
RRAS2,-0.859537979,7.42E-21,-1.30E-05,-2.69E-05,-1.22E-05,-3.48E-05,-4.26E-05,1.36E-05,2.74E-05,1.28E-05,3.57E-05,4.31E-05,6.33E-07,4.38E-07,5.18E-07,8.48E-07,4.62E-07,-4.430100645,-5.963085591,-4.62332869,-5.393922438,-6.544108734,20.12959609
TFEB,-0.625198965,7.47E-21,-1.32E-05,-3.25E-05,-4.44E-06,-9.05E-06,-2.49E-06,1.39E-05,3.36E-05,4.97E-06,9.80E-06,2.70E-06,7.12E-07,1.13E-06,5.35E-07,7.45E-07,2.09E-07,-4.285446945,-4.894484429,-3.21621528,-3.716679159,-3.691068477,20.1266794
CYBA,-0.936439588,7.71E-21,-0.000181017,-0.000112055,-0.000190623,-5.60E-05,-1.74E-05,0.000282802,0.000164259,0.000287853,8.28E-05,2.39E-05,0.000101785,5.22E-05,9.72E-05,2.68E-05,6.51E-06,-1.474267355,-1.653734634,-1.565864757,-1.625247657,-1.874050545,20.11294562
RNASEH2A,-0.702386435,7.75E-21,-0.000208261,-0.00016454,-1.23E-05,-2.04E-05,-9.71E-05,0.000224794,0.000175927,0.00001356,2.25E-05,0.000102169,1.65E-05,1.14E-05,1.29E-06,2.13E-06,5.06E-06,-3.765148187,-3.949466624,-3.397239591,-3.400606702,-4.335533775,20.1106983
KCNJ10,-1.546582935,7.84E-21,-2.84E-06,-1.82E-06,-3.38E-06,-2.91E-06,-2.25E-06,2.93E-06,1.89E-06,3.48E-06,3.06E-06,2.33E-06,9.05E-08,7.44E-08,1.04E-07,1.49E-07,8.11E-08,-5.018160161,-4.66977342,-5.070743193,-4.357402922,-4.841848321,20.10568394
KLRG2,-1.659767052,7.87E-21,-2.63E-06,-2.23E-06,-2.76E-06,-5.75E-06,-1.21E-05,2.81E-06,2.37E-06,3.01E-06,6.26E-06,1.23E-05,1.80E-07,1.36E-07,2.43E-07,5.07E-07,2.03E-07,-3.961541763,-4.119954883,-3.629773714,-3.624507238,-5.921432475,20.10402527
UBE2T,-1.049391442,8.01E-21,-0.000187403,-8.31E-05,-1.50E-05,-2.60E-05,-1.19E-05,0.000202352,8.84E-05,1.63E-05,2.80E-05,0.000012669,1.49E-05,5.29E-06,1.30E-06,2.03E-06,7.31E-07,-3.75869797,-4.061163888,-3.65306177,-3.786845508,-4.114435097,20.09636748
SH2D4B,-0.934739884,9.32E-21,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,20.03058409
TGFBI,-0.904708421,9.45E-21,0.000037511,0.000020537,5.52E-06,-1.15E-06,-2.58E-06,0.000322394,0.00035859,7.88E-05,2.53E-05,6.02E-06,0.000359905,0.000379127,8.44E-05,2.42E-05,3.44E-06,0.158791251,0.080345947,0.097670805,-0.066969475,-0.807081653,20.02456819
C20orf27,-0.700714397,9.85E-21,-0.000206235,-8.66E-05,-1.74E-05,-5.68E-05,-1.26E-05,0.000245244,0.00010656,2.09E-05,6.89E-05,1.45E-05,0.000039009,2.00E-05,3.49E-06,1.20E-05,1.93E-06,-2.65233892,-2.414380566,-2.577845044,-2.515886974,-2.907975916,20.00656377
WBSCR17,-1.569885704,1.01E-20,-1.04E-05,-1.45E-05,-6.31E-06,-1.20E-05,-3.61E-06,1.05E-05,1.46E-05,6.46E-06,1.22E-05,3.73E-06,1.39E-07,1.10E-07,1.51E-07,2.21E-07,1.21E-07,-6.238693434,-7.046130353,-5.417637126,-5.789191805,-4.944018193,19.99567863
PTBP2,-0.582196735,1.01E-20,-6.45E-06,-5.17E-06,-3.75E-05,-7.44E-05,-2.42E-05,6.72E-06,5.38E-06,3.81E-05,7.51E-05,2.44E-05,2.66E-07,2.15E-07,5.50E-07,7.01E-07,2.71E-07,-4.659396731,-4.643315096,-6.112145226,-6.743463941,-6.495797892,19.99567863
RCSD1,-0.852033387,1.03E-20,-4.83E-05,-0.000161703,-4.28E-06,-3.67E-06,-2.05E-06,4.93E-05,0.000163523,4.60E-06,4.08E-06,2.24E-06,9.47E-07,1.82E-06,3.11E-07,4.08E-07,1.88E-07,-5.702045688,-6.489546072,-3.884550068,-3.322882541,-3.576908729,19.98716278
HLA.G,-1.886856966,1.06E-20,-7.66E-06,-5.40E-06,-1.15E-05,-9.44E-06,-2.86E-06,7.91E-06,5.58E-06,1.18E-05,9.78E-06,3.05E-06,2.51E-07,1.88E-07,3.02E-07,3.33E-07,1.95E-07,-4.980167151,-4.893690731,-5.291227112,-4.874111506,-3.96920207,19.97469413
CEACAM1,-1.098089892,1.10E-20,-1.94E-05,-5.76E-05,-0.000267328,-3.01E-05,-3.38E-06,2.67E-05,7.98E-05,0.000395933,4.24E-05,4.24E-06,7.27E-06,2.22E-05,0.000128605,1.22E-05,8.63E-07,-1.876174706,-1.8447186,-1.622309583,-1.791733242,-2.298096455,19.95860731
OR7A5,-2.576993958,1.17E-20,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,19.93181414
TULP1,-1.747206577,1.17E-20,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,19.93181414
TMEM108,-1.382063587,1.18E-20,-7.07E-06,-1.89E-05,-1.42E-06,-2.76E-06,-1.48E-06,7.19E-06,1.90E-05,1.57E-06,2.96E-06,1.59E-06,1.19E-07,1.00E-07,1.42E-07,1.98E-07,1.13E-07,-5.91808603,-7.568959544,-3.459048572,-3.901940578,-3.820882674,19.92811799
CHD7,-0.801529389,1.20E-20,-4.77E-05,-0.000148759,-0.000212316,-0.00020472,-7.69E-05,6.19E-05,0.000187869,0.00027726,0.000268793,9.84E-05,1.41E-05,3.91E-05,6.49E-05,6.41E-05,2.15E-05,-2.128651094,-2.264113899,-2.093973567,-2.068711624,-2.194808949,19.92081875
FOXD1,-1.991767918,1.25E-20,1.14E-07,1.97E-07,-4.21E-08,3.37E-08,2.06E-06,3.96E-07,3.59E-07,4.52E-07,6.13E-07,4.48E-07,5.11E-07,5.56E-07,4.10E-07,6.47E-07,2.51E-06,0.365749149,0.629907443,-0.140997845,0.077242698,2.486546113,19.90308999
TDO2,-1.625735268,1.26E-20,-4.29E-06,-4.76E-06,-4.05E-06,-2.57E-06,-3.15E-05,4.43E-06,4.89E-06,4.20E-06,2.77E-06,3.16E-05,1.35E-07,1.36E-07,1.41E-07,2.01E-07,1.09E-07,-5.029838186,-5.172575133,-4.89157838,-3.785634879,-8.176797618,19.89962945
SHCBP1,-1.031836595,1.30E-20,-5.28E-05,-8.82E-06,-7.16E-06,-3.33E-06,-3.10E-06,5.29E-05,8.93E-06,7.33E-06,3.56E-06,3.23E-06,1.57E-07,1.15E-07,1.68E-07,2.33E-07,1.32E-07,-8.39280397,-6.276817144,-5.445315852,-3.93130965,-4.615511824,19.88605665
HS3ST1,-0.783564239,1.42E-20,1.39E-08,5.94E-07,5.27E-09,-3.01E-07,-2.56E-07,3.44E-07,3.12E-07,3.91E-07,5.30E-07,3.88E-07,3.58E-07,9.06E-07,3.96E-07,2.29E-07,1.32E-07,0.057125741,1.537228948,0.019322196,-1.209250025,-1.55508133,19.84771166
BEND4,-2.200454426,1.43E-20,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,19.84466396
CFLAR,-0.600433852,1.46E-20,-0.000104914,-7.70E-05,-0.00022898,-0.000149099,-0.000056628,0.000140233,0.00010178,0.000302065,0.000192417,6.87E-05,3.53E-05,2.48E-05,7.31E-05,4.33E-05,1.21E-05,-1.989313572,-2.038782498,-2.047215736,-2.151181074,-2.507572225,19.83564714
NKX2.5,-3.854817115,1.61E-20,-2.83E-06,-6.41E-06,-4.60E-07,-1.16E-06,-6.29E-07,2.91E-06,6.48E-06,5.54E-07,1.30E-06,7.02E-07,8.18E-08,6.73E-08,9.36E-08,1.35E-07,7.34E-08,-5.153112252,-6.589808755,-2.564985018,-3.265161749,-3.258485455,19.79317412
IL1RL2,-1.412914754,1.61E-20,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,19.79317412
RAET1K,-1.831177353,1.65E-20,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,19.78251606
RYR2,-2.103384373,1.65E-20,-2.02E-06,-2.08E-06,-6.06E-06,-1.01E-05,-6.86E-06,2.16E-06,2.20E-06,6.22E-06,1.03E-05,7.00E-06,1.48E-07,1.20E-07,1.66E-07,2.51E-07,1.31E-07,-3.871844129,-4.191630509,-5.231171112,-5.361456459,-5.733912854,19.78251606
ORM1,-1.331354679,1.69E-20,-3.21E-06,-3.23E-06,-1.58E-05,-4.93E-06,-0.000126066,3.40E-06,3.39E-06,1.60E-05,5.24E-06,0.000126412,1.90E-07,1.68E-07,2.28E-07,3.13E-07,3.46E-07,-4.162236555,-4.337124015,-6.135562371,-4.06722541,-8.513466766,19.7721133
CEP170L,-0.653916694,1.71E-20,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,19.76700389
CHRFAM7A,-0.951453509,1.94E-20,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,19.71219827
CIITA,-1.002428581,1.95E-20,-1.33E-05,-1.36E-05,-0.000268526,-6.24E-06,-3.09E-05,1.38E-05,1.40E-05,0.000271925,0.000006769,3.14E-05,4.84E-07,3.86E-07,3.40E-06,5.24E-07,5.38E-07,-4.8338777,-5.18236364,-6.322107432,-3.690676399,-5.867690447,19.70996539
TRIM29,-1.749478448,2.06E-20,-0.000088239,-0.000604455,-1.11E-05,-1.50E-05,-9.07E-06,9.92E-05,0.000691854,1.26E-05,1.68E-05,9.93E-06,1.10E-05,8.74E-05,1.51E-06,1.82E-06,8.56E-07,-3.17511921,-2.984782246,-3.06205846,-3.209620397,-3.536048133,19.68613278
PCSK9,-2.114917086,2.26E-20,-9.02E-06,-9.83E-06,-7.05E-07,-1.12E-06,-6.51E-07,9.09E-06,9.90E-06,7.94E-07,1.25E-06,7.22E-07,7.82E-08,6.43E-08,8.94E-08,1.29E-07,7.01E-08,-6.861234301,-7.266577704,-3.150526056,-3.274121668,-3.363891003,19.64589156
